date,realtime_start,realtime_end,SP500
2024-07-30,2025-05-17,2025-05-17,5436.44
2024-07-31,2025-05-17,2025-05-17,5522.3
2024-08-01,2025-05-17,2025-05-17,5446.68
2024-08-02,2025-05-17,2025-05-17,5346.56
2024-08-05,2025-05-17,2025-05-17,5186.33
2024-08-06,2025-05-17,2025-05-17,5240.03
2024-08-07,2025-05-17,2025-05-17,5199.5
2024-08-08,2025-05-17,2025-05-17,5319.31
2024-08-09,2025-05-17,2025-05-17,5344.16
2024-08-12,2025-05-17,2025-05-17,5344.39
2024-08-13,2025-05-17,2025-05-17,5434.43
2024-08-14,2025-05-17,2025-05-17,5455.21
2024-08-15,2025-05-17,2025-05-17,5543.22
2024-08-16,2025-05-17,2025-05-17,5554.25
2024-08-19,2025-05-17,2025-05-17,5608.25
2024-08-20,2025-05-17,2025-05-17,5597.12
2024-08-21,2025-05-17,2025-05-17,5620.85
2024-08-22,2025-05-17,2025-05-17,5570.64
2024-08-23,2025-05-17,2025-05-17,5634.61
2024-08-26,2025-05-17,2025-05-17,5616.84
2024-08-27,2025-05-17,2025-05-17,5625.8
2024-08-28,2025-05-17,2025-05-17,5592.18
2024-08-29,2025-05-17,2025-05-17,5591.96
2024-08-30,2025-05-17,2025-05-17,5648.4
2024-09-02,2025-05-17,2025-05-17,
2024-09-03,2025-05-17,2025-05-17,5528.93
2024-09-04,2025-05-17,2025-05-17,5520.07
2024-09-05,2025-05-17,2025-05-17,5503.41
2024-09-06,2025-05-17,2025-05-17,5408.42
2024-09-09,2025-05-17,2025-05-17,5471.05
2024-09-10,2025-05-17,2025-05-17,5495.52
2024-09-11,2025-05-17,2025-05-17,5554.13
2024-09-12,2025-05-17,2025-05-17,5595.76
2024-09-13,2025-05-17,2025-05-17,5626.02
2024-09-16,2025-05-17,2025-05-17,5633.09
2024-09-17,2025-05-17,2025-05-17,5634.58
2024-09-18,2025-05-17,2025-05-17,5618.26
2024-09-19,2025-05-17,2025-05-17,5713.64
2024-09-20,2025-05-17,2025-05-17,5702.55
2024-09-23,2025-05-17,2025-05-17,5718.57
2024-09-24,2025-05-17,2025-05-17,5732.93
2024-09-25,2025-05-17,2025-05-17,5722.26
2024-09-26,2025-05-17,2025-05-17,5745.37
2024-09-27,2025-05-17,2025-05-17,5738.17
2024-09-30,2025-05-17,2025-05-17,5762.48
2024-10-01,2025-05-17,2025-05-17,5708.75
2024-10-02,2025-05-17,2025-05-17,5709.54
2024-10-03,2025-05-17,2025-05-17,5699.94
2024-10-04,2025-05-17,2025-05-17,5751.07
2024-10-07,2025-05-17,2025-05-17,5695.94
2024-10-08,2025-05-17,2025-05-17,5751.13
2024-10-09,2025-05-17,2025-05-17,5792.04
2024-10-10,2025-05-17,2025-05-17,5780.05
2024-10-11,2025-05-17,2025-05-17,5815.03
2024-10-14,2025-05-17,2025-05-17,5859.85
2024-10-15,2025-05-17,2025-05-17,5815.26
2024-10-16,2025-05-17,2025-05-17,5842.47
2024-10-17,2025-05-17,2025-05-17,5841.47
2024-10-18,2025-05-17,2025-05-17,5864.67
2024-10-21,2025-05-17,2025-05-17,5853.98
2024-10-22,2025-05-17,2025-05-17,5851.2
2024-10-23,2025-05-17,2025-05-17,5797.42
2024-10-24,2025-05-17,2025-05-17,5809.86
2024-10-25,2025-05-17,2025-05-17,5808.12
2024-10-28,2025-05-17,2025-05-17,5823.52
2024-10-29,2025-05-17,2025-05-17,5832.92
2024-10-30,2025-05-17,2025-05-17,5813.67
2024-10-31,2025-05-17,2025-05-17,5705.45
2024-11-01,2025-05-17,2025-05-17,5728.8
2024-11-04,2025-05-17,2025-05-17,5712.69
2024-11-05,2025-05-17,2025-05-17,5782.76
2024-11-06,2025-05-17,2025-05-17,5929.04
2024-11-07,2025-05-17,2025-05-17,5973.1
2024-11-08,2025-05-17,2025-05-17,5995.54
2024-11-11,2025-05-17,2025-05-17,6001.35
2024-11-12,2025-05-17,2025-05-17,5983.99
2024-11-13,2025-05-17,2025-05-17,5985.38
2024-11-14,2025-05-17,2025-05-17,5949.17
2024-11-15,2025-05-17,2025-05-17,5870.62
2024-11-18,2025-05-17,2025-05-17,5893.62
2024-11-19,2025-05-17,2025-05-17,5916.98
2024-11-20,2025-05-17,2025-05-17,5917.11
2024-11-21,2025-05-17,2025-05-17,5948.71
2024-11-22,2025-05-17,2025-05-17,5969.34
2024-11-25,2025-05-17,2025-05-17,5987.37
2024-11-26,2025-05-17,2025-05-17,6021.63
2024-11-27,2025-05-17,2025-05-17,5998.74
2024-11-28,2025-05-17,2025-05-17,
2024-11-29,2025-05-17,2025-05-17,6032.38
2024-12-02,2025-05-17,2025-05-17,6047.15
2024-12-03,2025-05-17,2025-05-17,6049.88
2024-12-04,2025-05-17,2025-05-17,6086.49
2024-12-05,2025-05-17,2025-05-17,6075.11
2024-12-06,2025-05-17,2025-05-17,6090.27
2024-12-09,2025-05-17,2025-05-17,6052.85
2024-12-10,2025-05-17,2025-05-17,6034.91
2024-12-11,2025-05-17,2025-05-17,6084.19
2024-12-12,2025-05-17,2025-05-17,6051.25
2024-12-13,2025-05-17,2025-05-17,6051.09
2024-12-16,2025-05-17,2025-05-17,6074.08
2024-12-17,2025-05-17,2025-05-17,6050.61
2024-12-18,2025-05-17,2025-05-17,5872.16
2024-12-19,2025-05-17,2025-05-17,5867.08
2024-12-20,2025-05-17,2025-05-17,5930.85
2024-12-23,2025-05-17,2025-05-17,5974.07
2024-12-24,2025-05-17,2025-05-17,6040.04
2024-12-25,2025-05-17,2025-05-17,
2024-12-26,2025-05-17,2025-05-17,6037.59
2024-12-27,2025-05-17,2025-05-17,5970.84
2024-12-30,2025-05-17,2025-05-17,5906.94
2024-12-31,2025-05-17,2025-05-17,5881.63
2025-01-01,2025-05-17,2025-05-17,
2025-01-02,2025-05-17,2025-05-17,5868.55
2025-01-03,2025-05-17,2025-05-17,5942.47
2025-01-06,2025-05-17,2025-05-17,5975.38
2025-01-07,2025-05-17,2025-05-17,5909.03
2025-01-08,2025-05-17,2025-05-17,5918.25
2025-01-09,2025-05-17,2025-05-17,
2025-01-10,2025-05-17,2025-05-17,5827.04
2025-01-13,2025-05-17,2025-05-17,5836.22
2025-01-14,2025-05-17,2025-05-17,5842.91
2025-01-15,2025-05-17,2025-05-17,5949.91
2025-01-16,2025-05-17,2025-05-17,5937.34
2025-01-17,2025-05-17,2025-05-17,5996.66
2025-01-20,2025-05-17,2025-05-17,
2025-01-21,2025-05-17,2025-05-17,6049.24
2025-01-22,2025-05-17,2025-05-17,6086.37
2025-01-23,2025-05-17,2025-05-17,6118.71
2025-01-24,2025-05-17,2025-05-17,6101.24
2025-01-27,2025-05-17,2025-05-17,6012.28
2025-01-28,2025-05-17,2025-05-17,6067.7
2025-01-29,2025-05-17,2025-05-17,6039.31
2025-01-30,2025-05-17,2025-05-17,6071.17
2025-01-31,2025-05-17,2025-05-17,6040.53
2025-02-03,2025-05-17,2025-05-17,5994.57
2025-02-04,2025-05-17,2025-05-17,6037.88
2025-02-05,2025-05-17,2025-05-17,6061.48
2025-02-06,2025-05-17,2025-05-17,6083.57
2025-02-07,2025-05-17,2025-05-17,6025.99
2025-02-10,2025-05-17,2025-05-17,6066.44
2025-02-11,2025-05-17,2025-05-17,6068.5
2025-02-12,2025-05-17,2025-05-17,6051.97
2025-02-13,2025-05-17,2025-05-17,6115.07
2025-02-14,2025-05-17,2025-05-17,6114.63
2025-02-17,2025-05-17,2025-05-17,
2025-02-18,2025-05-17,2025-05-17,6129.58
2025-02-19,2025-05-17,2025-05-17,6144.15
2025-02-20,2025-05-17,2025-05-17,6117.52
2025-02-21,2025-05-17,2025-05-17,6013.13
2025-02-24,2025-05-17,2025-05-17,5983.25
2025-02-25,2025-05-17,2025-05-17,5955.25
2025-02-26,2025-05-17,2025-05-17,5956.06
2025-02-27,2025-05-17,2025-05-17,5861.57
2025-02-28,2025-05-17,2025-05-17,5954.5
2025-03-03,2025-05-17,2025-05-17,5849.72
2025-03-04,2025-05-17,2025-05-17,5778.15
2025-03-05,2025-05-17,2025-05-17,5842.63
2025-03-06,2025-05-17,2025-05-17,5738.52
2025-03-07,2025-05-17,2025-05-17,5770.2
2025-03-10,2025-05-17,2025-05-17,5614.56
2025-03-11,2025-05-17,2025-05-17,5572.07
2025-03-12,2025-05-17,2025-05-17,5599.3
2025-03-13,2025-05-17,2025-05-17,5521.52
2025-03-14,2025-05-17,2025-05-17,5638.94
2025-03-17,2025-05-17,2025-05-17,5675.12
2025-03-18,2025-05-17,2025-05-17,5614.66
2025-03-19,2025-05-17,2025-05-17,5675.29
2025-03-20,2025-05-17,2025-05-17,5662.89
2025-03-21,2025-05-17,2025-05-17,5667.56
2025-03-24,2025-05-17,2025-05-17,5767.57
2025-03-25,2025-05-17,2025-05-17,5776.65
2025-03-26,2025-05-17,2025-05-17,5712.2
2025-03-27,2025-05-17,2025-05-17,5693.31
2025-03-28,2025-05-17,2025-05-17,5580.94
2025-03-31,2025-05-17,2025-05-17,5611.85
2025-04-01,2025-05-17,2025-05-17,5633.07
2025-04-02,2025-05-17,2025-05-17,5670.97
2025-04-03,2025-05-17,2025-05-17,5396.52
2025-04-04,2025-05-17,2025-05-17,5074.08
2025-04-07,2025-05-17,2025-05-17,5062.25
2025-04-08,2025-05-17,2025-05-17,4982.77
2025-04-09,2025-05-17,2025-05-17,5456.9
2025-04-10,2025-05-17,2025-05-17,5268.05
2025-04-11,2025-05-17,2025-05-17,5363.36
2025-04-14,2025-05-17,2025-05-17,5405.97
2025-04-15,2025-05-17,2025-05-17,5396.63
2025-04-16,2025-05-17,2025-05-17,5275.7
2025-04-17,2025-05-17,2025-05-17,5282.7
2025-04-18,2025-05-17,2025-05-17,
2025-04-21,2025-05-17,2025-05-17,5158.2
2025-04-22,2025-05-17,2025-05-17,5287.76
2025-04-23,2025-05-17,2025-05-17,5375.86
2025-04-24,2025-05-17,2025-05-17,5484.77
2025-04-25,2025-05-17,2025-05-17,5525.21
2025-04-28,2025-05-17,2025-05-17,5528.75
2025-04-29,2025-05-17,2025-05-17,5560.83
2025-04-30,2025-05-17,2025-05-17,5569.06
2025-05-01,2025-05-17,2025-05-17,5604.14
2025-05-02,2025-05-17,2025-05-17,5686.67
2025-05-05,2025-05-17,2025-05-17,5650.38
2025-05-06,2025-05-17,2025-05-17,5606.91
2025-05-07,2025-05-17,2025-05-17,5631.28
2025-05-08,2025-05-17,2025-05-17,5663.94
2025-05-09,2025-05-17,2025-05-17,5659.91
2025-05-12,2025-05-17,2025-05-17,5844.19
2025-05-13,2025-05-17,2025-05-17,5886.55
2025-05-14,2025-05-17,2025-05-17,5892.58
2025-05-15,2025-05-17,2025-05-17,5916.93
