date,realtime_start,realtime_end,DTWEXBGS
2022-07-14,2025-05-17,2025-05-17,124.0717
2022-07-15,2025-05-17,2025-05-17,123.4842
2022-07-18,2025-05-17,2025-05-17,122.78
2022-07-19,2025-05-17,2025-05-17,122.4922
2022-07-20,2025-05-17,2025-05-17,122.6096
2022-07-21,2025-05-17,2025-05-17,122.9169
2022-07-22,2025-05-17,2025-05-17,122.4643
2022-07-25,2025-05-17,2025-05-17,122.4721
2022-07-26,2025-05-17,2025-05-17,122.7698
2022-07-27,2025-05-17,2025-05-17,122.8281
2022-07-28,2025-05-17,2025-05-17,122.1267
2022-07-29,2025-05-17,2025-05-17,121.7793
2022-08-01,2025-05-17,2025-05-17,121.4218
2022-08-02,2025-05-17,2025-05-17,121.9609
2022-08-03,2025-05-17,2025-05-17,122.4002
2022-08-04,2025-05-17,2025-05-17,121.8436
2022-08-05,2025-05-17,2025-05-17,122.33
2022-08-08,2025-05-17,2025-05-17,121.8887
2022-08-09,2025-05-17,2025-05-17,121.8719
2022-08-10,2025-05-17,2025-05-17,120.7648
2022-08-11,2025-05-17,2025-05-17,120.7281
2022-08-12,2025-05-17,2025-05-17,121.0272
2022-08-15,2025-05-17,2025-05-17,121.4382
2022-08-16,2025-05-17,2025-05-17,121.6889
2022-08-17,2025-05-17,2025-05-17,122.0802
2022-08-18,2025-05-17,2025-05-17,122.3722
2022-08-19,2025-05-17,2025-05-17,123.0596
2022-08-22,2025-05-17,2025-05-17,123.6123
2022-08-23,2025-05-17,2025-05-17,123.0617
2022-08-24,2025-05-17,2025-05-17,123.1136
2022-08-25,2025-05-17,2025-05-17,123.0645
2022-08-26,2025-05-17,2025-05-17,123.0709
2022-08-29,2025-05-17,2025-05-17,123.4739
2022-08-30,2025-05-17,2025-05-17,123.6893
2022-08-31,2025-05-17,2025-05-17,123.5407
2022-09-01,2025-05-17,2025-05-17,124.4045
2022-09-02,2025-05-17,2025-05-17,123.7771
2022-09-05,2025-05-17,2025-05-17,
2022-09-06,2025-05-17,2025-05-17,124.7719
2022-09-07,2025-05-17,2025-05-17,124.8457
2022-09-08,2025-05-17,2025-05-17,124.584
2022-09-09,2025-05-17,2025-05-17,123.7954
2022-09-12,2025-05-17,2025-05-17,123.3441
2022-09-13,2025-05-17,2025-05-17,124.4342
2022-09-14,2025-05-17,2025-05-17,124.4593
2022-09-15,2025-05-17,2025-05-17,124.8944
2022-09-16,2025-05-17,2025-05-17,124.8879
2022-09-19,2025-05-17,2025-05-17,125.0177
2022-09-20,2025-05-17,2025-05-17,125.1324
2022-09-21,2025-05-17,2025-05-17,125.7464
2022-09-22,2025-05-17,2025-05-17,126.1668
2022-09-23,2025-05-17,2025-05-17,127.2867
2022-09-26,2025-05-17,2025-05-17,128.4544
2022-09-27,2025-05-17,2025-05-17,128.4399
2022-09-28,2025-05-17,2025-05-17,128.0937
2022-09-29,2025-05-17,2025-05-17,127.5463
2022-09-30,2025-05-17,2025-05-17,127.5159
2022-10-03,2025-05-17,2025-05-17,127.0793
2022-10-04,2025-05-17,2025-05-17,126.184
2022-10-05,2025-05-17,2025-05-17,126.863
2022-10-06,2025-05-17,2025-05-17,127.2481
2022-10-07,2025-05-17,2025-05-17,127.3093
2022-10-10,2025-05-17,2025-05-17,
2022-10-11,2025-05-17,2025-05-17,127.6614
2022-10-12,2025-05-17,2025-05-17,128.1456
2022-10-13,2025-05-17,2025-05-17,127.7276
2022-10-14,2025-05-17,2025-05-17,128.3303
2022-10-17,2025-05-17,2025-05-17,127.6478
2022-10-18,2025-05-17,2025-05-17,127.9184
2022-10-19,2025-05-17,2025-05-17,128.3992
2022-10-20,2025-05-17,2025-05-17,128.0084
2022-10-21,2025-05-17,2025-05-17,127.6758
2022-10-24,2025-05-17,2025-05-17,128.0351
2022-10-25,2025-05-17,2025-05-17,127.384
2022-10-26,2025-05-17,2025-05-17,126.481
2022-10-27,2025-05-17,2025-05-17,126.7102
2022-10-28,2025-05-17,2025-05-17,127.2196
2022-10-31,2025-05-17,2025-05-17,127.6272
2022-11-01,2025-05-17,2025-05-17,127.4011
2022-11-02,2025-05-17,2025-05-17,127.3138
2022-11-03,2025-05-17,2025-05-17,128.1712
2022-11-04,2025-05-17,2025-05-17,127.149
2022-11-07,2025-05-17,2025-05-17,126.3098
2022-11-08,2025-05-17,2025-05-17,125.64
2022-11-09,2025-05-17,2025-05-17,125.9926
2022-11-10,2025-05-17,2025-05-17,124.7142
2022-11-11,2025-05-17,2025-05-17,
2022-11-14,2025-05-17,2025-05-17,123.4425
2022-11-15,2025-05-17,2025-05-17,123.0534
2022-11-16,2025-05-17,2025-05-17,123.2964
2022-11-17,2025-05-17,2025-05-17,123.9929
2022-11-18,2025-05-17,2025-05-17,123.8678
2022-11-21,2025-05-17,2025-05-17,124.7143
2022-11-22,2025-05-17,2025-05-17,124.251
2022-11-23,2025-05-17,2025-05-17,123.7739
2022-11-24,2025-05-17,2025-05-17,
2022-11-25,2025-05-17,2025-05-17,123.3547
2022-11-28,2025-05-17,2025-05-17,123.6181
2022-11-29,2025-05-17,2025-05-17,123.6703
2022-11-30,2025-05-17,2025-05-17,123.5276
2022-12-01,2025-05-17,2025-05-17,122.0147
2022-12-02,2025-05-17,2025-05-17,122.0218
2022-12-05,2025-05-17,2025-05-17,122.6511
2022-12-06,2025-05-17,2025-05-17,123.0319
2022-12-07,2025-05-17,2025-05-17,122.7716
2022-12-08,2025-05-17,2025-05-17,122.4275
2022-12-09,2025-05-17,2025-05-17,122.4343
2022-12-12,2025-05-17,2025-05-17,122.7861
2022-12-13,2025-05-17,2025-05-17,121.8644
2022-12-14,2025-05-17,2025-05-17,121.8391
2022-12-15,2025-05-17,2025-05-17,122.5684
2022-12-16,2025-05-17,2025-05-17,122.6647
2022-12-19,2025-05-17,2025-05-17,122.5438
2022-12-20,2025-05-17,2025-05-17,122.1502
2022-12-21,2025-05-17,2025-05-17,122.2965
2022-12-22,2025-05-17,2025-05-17,122.2525
2022-12-23,2025-05-17,2025-05-17,121.9843
2022-12-26,2025-05-17,2025-05-17,
2022-12-27,2025-05-17,2025-05-17,121.767
2022-12-28,2025-05-17,2025-05-17,122.02
2022-12-29,2025-05-17,2025-05-17,121.6713
2022-12-30,2025-05-17,2025-05-17,121.4392
2023-01-02,2025-05-17,2025-05-17,
2023-01-03,2025-05-17,2025-05-17,122.0844
2023-01-04,2025-05-17,2025-05-17,121.5108
2023-01-05,2025-05-17,2025-05-17,122.0786
2023-01-06,2025-05-17,2025-05-17,121.0814
2023-01-09,2025-05-17,2025-05-17,120.1403
2023-01-10,2025-05-17,2025-05-17,120.234
2023-01-11,2025-05-17,2025-05-17,120.1445
2023-01-12,2025-05-17,2025-05-17,119.4108
2023-01-13,2025-05-17,2025-05-17,119.1422
2023-01-16,2025-05-17,2025-05-17,
2023-01-17,2025-05-17,2025-05-17,119.2186
2023-01-18,2025-05-17,2025-05-17,119.08
2023-01-19,2025-05-17,2025-05-17,119.6033
2023-01-20,2025-05-17,2025-05-17,119.3588
2023-01-23,2025-05-17,2025-05-17,119.1671
2023-01-24,2025-05-17,2025-05-17,119.1174
2023-01-25,2025-05-17,2025-05-17,118.995
2023-01-26,2025-05-17,2025-05-17,119.0472
2023-01-27,2025-05-17,2025-05-17,118.9521
2023-01-30,2025-05-17,2025-05-17,118.9079
2023-01-31,2025-05-17,2025-05-17,118.991
2023-02-01,2025-05-17,2025-05-17,118.6396
2023-02-02,2025-05-17,2025-05-17,118.349
2023-02-03,2025-05-17,2025-05-17,119.5014
2023-02-06,2025-05-17,2025-05-17,120.5116
2023-02-07,2025-05-17,2025-05-17,120.3298
2023-02-08,2025-05-17,2025-05-17,120.139
2023-02-09,2025-05-17,2025-05-17,119.9785
2023-02-10,2025-05-17,2025-05-17,120.1531
2023-02-13,2025-05-17,2025-05-17,120.0145
2023-02-14,2025-05-17,2025-05-17,119.9601
2023-02-15,2025-05-17,2025-05-17,120.4926
2023-02-16,2025-05-17,2025-05-17,120.5069
2023-02-17,2025-05-17,2025-05-17,120.6023
2023-02-20,2025-05-17,2025-05-17,
2023-02-21,2025-05-17,2025-05-17,120.678
2023-02-22,2025-05-17,2025-05-17,120.8969
2023-02-23,2025-05-17,2025-05-17,121.141
2023-02-24,2025-05-17,2025-05-17,121.6297
2023-02-27,2025-05-17,2025-05-17,121.4656
2023-02-28,2025-05-17,2025-05-17,121.4062
2023-03-01,2025-05-17,2025-05-17,120.6971
2023-03-02,2025-05-17,2025-05-17,121.1949
2023-03-03,2025-05-17,2025-05-17,120.8468
2023-03-06,2025-05-17,2025-05-17,120.5776
2023-03-07,2025-05-17,2025-05-17,121.531
2023-03-08,2025-05-17,2025-05-17,121.5222
2023-03-09,2025-05-17,2025-05-17,121.5225
2023-03-10,2025-05-17,2025-05-17,121.2963
2023-03-13,2025-05-17,2025-05-17,120.9157
2023-03-14,2025-05-17,2025-05-17,121.052
2023-03-15,2025-05-17,2025-05-17,122.1149
2023-03-16,2025-05-17,2025-05-17,121.751
2023-03-17,2025-05-17,2025-05-17,121.5923
2023-03-20,2025-05-17,2025-05-17,121.0637
2023-03-21,2025-05-17,2025-05-17,120.9535
2023-03-22,2025-05-17,2025-05-17,120.6883
2023-03-23,2025-05-17,2025-05-17,119.8174
2023-03-24,2025-05-17,2025-05-17,120.5106
2023-03-27,2025-05-17,2025-05-17,120.3239
2023-03-28,2025-05-17,2025-05-17,119.7987
2023-03-29,2025-05-17,2025-05-17,119.8223
2023-03-30,2025-05-17,2025-05-17,119.5103
2023-03-31,2025-05-17,2025-05-17,119.4611
2023-04-03,2025-05-17,2025-05-17,119.4342
2023-04-04,2025-05-17,2025-05-17,119.2641
2023-04-05,2025-05-17,2025-05-17,119.4068
2023-04-06,2025-05-17,2025-05-17,119.4229
2023-04-07,2025-05-17,2025-05-17,119.4673
2023-04-10,2025-05-17,2025-05-17,119.8962
2023-04-11,2025-05-17,2025-05-17,119.6409
2023-04-12,2025-05-17,2025-05-17,119.1341
2023-04-13,2025-05-17,2025-05-17,118.5376
2023-04-14,2025-05-17,2025-05-17,118.983
2023-04-17,2025-05-17,2025-05-17,119.3981
2023-04-18,2025-05-17,2025-05-17,119.2345
2023-04-19,2025-05-17,2025-05-17,119.4377
2023-04-20,2025-05-17,2025-05-17,119.2525
2023-04-21,2025-05-17,2025-05-17,119.4472
2023-04-24,2025-05-17,2025-05-17,119.3486
2023-04-25,2025-05-17,2025-05-17,119.7551
2023-04-26,2025-05-17,2025-05-17,119.4758
2023-04-27,2025-05-17,2025-05-17,119.5754
2023-04-28,2025-05-17,2025-05-17,119.376
2023-05-01,2025-05-17,2025-05-17,119.5845
2023-05-02,2025-05-17,2025-05-17,119.7514
2023-05-03,2025-05-17,2025-05-17,119.2773
2023-05-04,2025-05-17,2025-05-17,119.19
2023-05-05,2025-05-17,2025-05-17,118.7184
2023-05-08,2025-05-17,2025-05-17,118.7415
2023-05-09,2025-05-17,2025-05-17,118.984
2023-05-10,2025-05-17,2025-05-17,118.7561
2023-05-11,2025-05-17,2025-05-17,119.1902
2023-05-12,2025-05-17,2025-05-17,119.5206
2023-05-15,2025-05-17,2025-05-17,119.3288
2023-05-16,2025-05-17,2025-05-17,119.3567
2023-05-17,2025-05-17,2025-05-17,119.7849
2023-05-18,2025-05-17,2025-05-17,120.2642
2023-05-19,2025-05-17,2025-05-17,119.9479
2023-05-22,2025-05-17,2025-05-17,120.2609
2023-05-23,2025-05-17,2025-05-17,120.4913
2023-05-24,2025-05-17,2025-05-17,120.6481
2023-05-25,2025-05-17,2025-05-17,121.0126
2023-05-26,2025-05-17,2025-05-17,120.8022
2023-05-29,2025-05-17,2025-05-17,
2023-05-30,2025-05-17,2025-05-17,120.7387
2023-05-31,2025-05-17,2025-05-17,121.1527
2023-06-01,2025-05-17,2025-05-17,120.2628
2023-06-02,2025-05-17,2025-05-17,120.2102
2023-06-05,2025-05-17,2025-05-17,120.2175
2023-06-06,2025-05-17,2025-05-17,120.1906
2023-06-07,2025-05-17,2025-05-17,120.0893
2023-06-08,2025-05-17,2025-05-17,119.8069
2023-06-09,2025-05-17,2025-05-17,119.6781
2023-06-12,2025-05-17,2025-05-17,119.889
2023-06-13,2025-05-17,2025-05-17,119.4641
2023-06-14,2025-05-17,2025-05-17,119.0646
2023-06-15,2025-05-17,2025-05-17,118.8447
2023-06-16,2025-05-17,2025-05-17,118.7168
2023-06-19,2025-05-17,2025-05-17,
2023-06-20,2025-05-17,2025-05-17,119.2458
2023-06-21,2025-05-17,2025-05-17,119.0438
2023-06-22,2025-05-17,2025-05-17,119.074
2023-06-23,2025-05-17,2025-05-17,119.4584
2023-06-26,2025-05-17,2025-05-17,119.4123
2023-06-27,2025-05-17,2025-05-17,119.235
2023-06-28,2025-05-17,2025-05-17,119.6759
2023-06-29,2025-05-17,2025-05-17,119.8659
2023-06-30,2025-05-17,2025-05-17,119.7118
2023-07-03,2025-05-17,2025-05-17,119.5618
2023-07-04,2025-05-17,2025-05-17,
2023-07-05,2025-05-17,2025-05-17,119.6971
2023-07-06,2025-05-17,2025-05-17,120.1579
2023-07-07,2025-05-17,2025-05-17,119.4293
2023-07-10,2025-05-17,2025-05-17,119.3179
2023-07-11,2025-05-17,2025-05-17,119.0891
2023-07-12,2025-05-17,2025-05-17,118.0104
2023-07-13,2025-05-17,2025-05-17,117.5569
2023-07-14,2025-05-17,2025-05-17,117.4209
2023-07-17,2025-05-17,2025-05-17,117.5139
2023-07-18,2025-05-17,2025-05-17,117.4145
2023-07-19,2025-05-17,2025-05-17,117.745
2023-07-20,2025-05-17,2025-05-17,117.9615
2023-07-21,2025-05-17,2025-05-17,118.3072
2023-07-24,2025-05-17,2025-05-17,118.1812
2023-07-25,2025-05-17,2025-05-17,118.1978
2023-07-26,2025-05-17,2025-05-17,118.1097
2023-07-27,2025-05-17,2025-05-17,118.2497
2023-07-28,2025-05-17,2025-05-17,118.1429
2023-07-31,2025-05-17,2025-05-17,118.1738
2023-08-01,2025-05-17,2025-05-17,118.9156
2023-08-02,2025-05-17,2025-05-17,119.4622
2023-08-03,2025-05-17,2025-05-17,119.7123
2023-08-04,2025-05-17,2025-05-17,119.1684
2023-08-07,2025-05-17,2025-05-17,119.4297
2023-08-08,2025-05-17,2025-05-17,119.987
2023-08-09,2025-05-17,2025-05-17,119.8273
2023-08-10,2025-05-17,2025-05-17,119.5248
2023-08-11,2025-05-17,2025-05-17,119.9929
2023-08-14,2025-05-17,2025-05-17,120.4451
2023-08-15,2025-05-17,2025-05-17,120.5927
2023-08-16,2025-05-17,2025-05-17,120.7308
2023-08-17,2025-05-17,2025-05-17,120.8924
2023-08-18,2025-05-17,2025-05-17,120.7937
2023-08-21,2025-05-17,2025-05-17,120.8271
2023-08-22,2025-05-17,2025-05-17,120.7274
2023-08-23,2025-05-17,2025-05-17,120.4036
2023-08-24,2025-05-17,2025-05-17,120.5987
2023-08-25,2025-05-17,2025-05-17,120.8752
2023-08-28,2025-05-17,2025-05-17,120.687
2023-08-29,2025-05-17,2025-05-17,120.6383
2023-08-30,2025-05-17,2025-05-17,120.187
2023-08-31,2025-05-17,2025-05-17,120.5882
2023-09-01,2025-05-17,2025-05-17,121.1011
2023-09-04,2025-05-17,2025-05-17,
2023-09-05,2025-05-17,2025-05-17,121.7785
2023-09-06,2025-05-17,2025-05-17,122.2029
2023-09-07,2025-05-17,2025-05-17,122.2903
2023-09-08,2025-05-17,2025-05-17,122.2933
2023-09-11,2025-05-17,2025-05-17,121.6757
2023-09-12,2025-05-17,2025-05-17,121.6301
2023-09-13,2025-05-17,2025-05-17,121.3981
2023-09-14,2025-05-17,2025-05-17,121.5744
2023-09-15,2025-05-17,2025-05-17,121.5361
2023-09-18,2025-05-17,2025-05-17,121.5414
2023-09-19,2025-05-17,2025-05-17,121.5175
2023-09-20,2025-05-17,2025-05-17,121.32
2023-09-21,2025-05-17,2025-05-17,121.8972
2023-09-22,2025-05-17,2025-05-17,121.8735
2023-09-25,2025-05-17,2025-05-17,122.4445
2023-09-26,2025-05-17,2025-05-17,122.795
2023-09-27,2025-05-17,2025-05-17,123.2947
2023-09-28,2025-05-17,2025-05-17,122.8562
2023-09-29,2025-05-17,2025-05-17,122.6332
2023-10-02,2025-05-17,2025-05-17,123.3573
2023-10-03,2025-05-17,2025-05-17,124.0624
2023-10-04,2025-05-17,2025-05-17,123.8848
2023-10-05,2025-05-17,2025-05-17,124.1752
2023-10-06,2025-05-17,2025-05-17,123.6561
2023-10-09,2025-05-17,2025-05-17,
2023-10-10,2025-05-17,2025-05-17,123.2437
2023-10-11,2025-05-17,2025-05-17,123.092
2023-10-12,2025-05-17,2025-05-17,123.5087
2023-10-13,2025-05-17,2025-05-17,123.8788
2023-10-16,2025-05-17,2025-05-17,123.621
2023-10-17,2025-05-17,2025-05-17,123.4334
2023-10-18,2025-05-17,2025-05-17,124.1001
2023-10-19,2025-05-17,2025-05-17,124.0861
2023-10-20,2025-05-17,2025-05-17,123.9049
2023-10-23,2025-05-17,2025-05-17,123.5935
2023-10-24,2025-05-17,2025-05-17,123.9249
2023-10-25,2025-05-17,2025-05-17,124.069
2023-10-26,2025-05-17,2025-05-17,124.285
2023-10-27,2025-05-17,2025-05-17,123.9145
2023-10-30,2025-05-17,2025-05-17,123.7044
2023-10-31,2025-05-17,2025-05-17,124.1229
2023-11-01,2025-05-17,2025-05-17,124.0801
2023-11-02,2025-05-17,2025-05-17,123.1995
2023-11-03,2025-05-17,2025-05-17,122.1006
2023-11-06,2025-05-17,2025-05-17,121.9692
2023-11-07,2025-05-17,2025-05-17,122.3882
2023-11-08,2025-05-17,2025-05-17,122.4055
2023-11-09,2025-05-17,2025-05-17,122.4434
2023-11-10,2025-05-17,2025-05-17,
2023-11-13,2025-05-17,2025-05-17,122.7389
2023-11-14,2025-05-17,2025-05-17,121.6865
2023-11-15,2025-05-17,2025-05-17,121.4035
2023-11-16,2025-05-17,2025-05-17,121.4953
2023-11-17,2025-05-17,2025-05-17,121.1657
2023-11-20,2025-05-17,2025-05-17,120.5653
2023-11-21,2025-05-17,2025-05-17,120.5182
2023-11-22,2025-05-17,2025-05-17,120.9757
2023-11-23,2025-05-17,2025-05-17,
2023-11-24,2025-05-17,2025-05-17,120.5285
2023-11-27,2025-05-17,2025-05-17,120.4893
2023-11-28,2025-05-17,2025-05-17,119.9174
2023-11-29,2025-05-17,2025-05-17,120.1246
2023-11-30,2025-05-17,2025-05-17,120.5421
2023-12-01,2025-05-17,2025-05-17,120.2542
2023-12-04,2025-05-17,2025-05-17,120.7669
2023-12-05,2025-05-17,2025-05-17,121.0731
2023-12-06,2025-05-17,2025-05-17,120.8348
2023-12-07,2025-05-17,2025-05-17,120.8938
2023-12-08,2025-05-17,2025-05-17,121.0499
2023-12-11,2025-05-17,2025-05-17,121.2212
2023-12-12,2025-05-17,2025-05-17,120.9825
2023-12-13,2025-05-17,2025-05-17,121.4667
2023-12-14,2025-05-17,2025-05-17,119.8952
2023-12-15,2025-05-17,2025-05-17,120.062
2023-12-18,2025-05-17,2025-05-17,120.2386
2023-12-19,2025-05-17,2025-05-17,119.8116
2023-12-20,2025-05-17,2025-05-17,119.8872
2023-12-21,2025-05-17,2025-05-17,119.6721
2023-12-22,2025-05-17,2025-05-17,119.4214
2023-12-25,2025-05-17,2025-05-17,
2023-12-26,2025-05-17,2025-05-17,119.2551
2023-12-27,2025-05-17,2025-05-17,118.8525
2023-12-28,2025-05-17,2025-05-17,118.762
2023-12-29,2025-05-17,2025-05-17,118.7686
2024-01-01,2025-05-17,2025-05-17,
2024-01-02,2025-05-17,2025-05-17,119.6165
2024-01-03,2025-05-17,2025-05-17,120.0407
2024-01-04,2025-05-17,2025-05-17,119.9775
2024-01-05,2025-05-17,2025-05-17,119.7474
2024-01-08,2025-05-17,2025-05-17,119.6237
2024-01-09,2025-05-17,2025-05-17,120.0296
2024-01-10,2025-05-17,2025-05-17,120.1258
2024-01-11,2025-05-17,2025-05-17,120.2516
2024-01-12,2025-05-17,2025-05-17,119.9009
2024-01-15,2025-05-17,2025-05-17,
2024-01-16,2025-05-17,2025-05-17,120.9213
2024-01-17,2025-05-17,2025-05-17,121.3823
2024-01-18,2025-05-17,2025-05-17,121.2366
2024-01-19,2025-05-17,2025-05-17,120.9947
2024-01-22,2025-05-17,2025-05-17,120.9687
2024-01-23,2025-05-17,2025-05-17,121.4244
2024-01-24,2025-05-17,2025-05-17,120.8336
2024-01-25,2025-05-17,2025-05-17,121.167
2024-01-26,2025-05-17,2025-05-17,120.9665
2024-01-29,2025-05-17,2025-05-17,121.1888
2024-01-30,2025-05-17,2025-05-17,120.9442
2024-01-31,2025-05-17,2025-05-17,120.7727
2024-02-01,2025-05-17,2025-05-17,120.6832
2024-02-02,2025-05-17,2025-05-17,121.2438
2024-02-05,2025-05-17,2025-05-17,121.6831
2024-02-06,2025-05-17,2025-05-17,121.3021
2024-02-07,2025-05-17,2025-05-17,121.2518
2024-02-08,2025-05-17,2025-05-17,121.4226
2024-02-09,2025-05-17,2025-05-17,121.3851
2024-02-12,2025-05-17,2025-05-17,121.2839
2024-02-13,2025-05-17,2025-05-17,121.8558
2024-02-14,2025-05-17,2025-05-17,121.7411
2024-02-15,2025-05-17,2025-05-17,121.5567
2024-02-16,2025-05-17,2025-05-17,121.4984
2024-02-19,2025-05-17,2025-05-17,
2024-02-20,2025-05-17,2025-05-17,121.3769
2024-02-21,2025-05-17,2025-05-17,121.3918
2024-02-22,2025-05-17,2025-05-17,121.4589
2024-02-23,2025-05-17,2025-05-17,121.3991
2024-02-26,2025-05-17,2025-05-17,121.4197
2024-02-27,2025-05-17,2025-05-17,121.3297
2024-02-28,2025-05-17,2025-05-17,121.4886
2024-02-29,2025-05-17,2025-05-17,121.5385
2024-03-01,2025-05-17,2025-05-17,121.3741
2024-03-04,2025-05-17,2025-05-17,121.2454
2024-03-05,2025-05-17,2025-05-17,121.2575
2024-03-06,2025-05-17,2025-05-17,120.8481
2024-03-07,2025-05-17,2025-05-17,120.5744
2024-03-08,2025-05-17,2025-05-17,120.3612
2024-03-11,2025-05-17,2025-05-17,120.4205
2024-03-12,2025-05-17,2025-05-17,120.5468
2024-03-13,2025-05-17,2025-05-17,120.3533
2024-03-14,2025-05-17,2025-05-17,120.6272
2024-03-15,2025-05-17,2025-05-17,120.7884
2024-03-18,2025-05-17,2025-05-17,120.9572
2024-03-19,2025-05-17,2025-05-17,121.3111
2024-03-20,2025-05-17,2025-05-17,121.3092
2024-03-21,2025-05-17,2025-05-17,121.1869
2024-03-22,2025-05-17,2025-05-17,121.5694
2024-03-25,2025-05-17,2025-05-17,121.4143
2024-03-26,2025-05-17,2025-05-17,121.4613
2024-03-27,2025-05-17,2025-05-17,121.4048
2024-03-28,2025-05-17,2025-05-17,121.4498
2024-03-29,2025-05-17,2025-05-17,121.4062
2024-04-01,2025-05-17,2025-05-17,121.8884
2024-04-02,2025-05-17,2025-05-17,121.6881
2024-04-03,2025-05-17,2025-05-17,121.4129
2024-04-04,2025-05-17,2025-05-17,121.1646
2024-04-05,2025-05-17,2025-05-17,121.3671
2024-04-08,2025-05-17,2025-05-17,121.1487
2024-04-09,2025-05-17,2025-05-17,121.1215
2024-04-10,2025-05-17,2025-05-17,121.9628
2024-04-11,2025-05-17,2025-05-17,122.003
2024-04-12,2025-05-17,2025-05-17,122.6566
2024-04-15,2025-05-17,2025-05-17,122.7932
2024-04-16,2025-05-17,2025-05-17,123.4732
2024-04-17,2025-05-17,2025-05-17,123.375
2024-04-18,2025-05-17,2025-05-17,123.3481
2024-04-19,2025-05-17,2025-05-17,123.4459
2024-04-22,2025-05-17,2025-05-17,123.4011
2024-04-23,2025-05-17,2025-05-17,123.0779
2024-04-24,2025-05-17,2025-05-17,123.2398
2024-04-25,2025-05-17,2025-05-17,123.1916
2024-04-26,2025-05-17,2025-05-17,123.3004
2024-04-29,2025-05-17,2025-05-17,122.9074
2024-04-30,2025-05-17,2025-05-17,123.3446
2024-05-01,2025-05-17,2025-05-17,123.3776
2024-05-02,2025-05-17,2025-05-17,122.8047
2024-05-03,2025-05-17,2025-05-17,122.5056
2024-05-06,2025-05-17,2025-05-17,122.2529
2024-05-07,2025-05-17,2025-05-17,122.4588
2024-05-08,2025-05-17,2025-05-17,122.5562
2024-05-09,2025-05-17,2025-05-17,122.5322
2024-05-10,2025-05-17,2025-05-17,122.3898
2024-05-13,2025-05-17,2025-05-17,122.4068
2024-05-14,2025-05-17,2025-05-17,122.3094
2024-05-15,2025-05-17,2025-05-17,121.7471
2024-05-16,2025-05-17,2025-05-17,121.6189
2024-05-17,2025-05-17,2025-05-17,121.638
2024-05-20,2025-05-17,2025-05-17,121.6377
2024-05-21,2025-05-17,2025-05-17,121.7864
2024-05-22,2025-05-17,2025-05-17,121.9514
2024-05-23,2025-05-17,2025-05-17,122.1493
2024-05-24,2025-05-17,2025-05-17,122.0215
2024-05-27,2025-05-17,2025-05-17,
2024-05-28,2025-05-17,2025-05-17,121.8382
2024-05-29,2025-05-17,2025-05-17,122.5535
2024-05-30,2025-05-17,2025-05-17,122.356
2024-05-31,2025-05-17,2025-05-17,122.4845
2024-06-03,2025-05-17,2025-05-17,122.7156
2024-06-04,2025-05-17,2025-05-17,123.0715
2024-06-05,2025-05-17,2025-05-17,122.9014
2024-06-06,2025-05-17,2025-05-17,122.7416
2024-06-07,2025-05-17,2025-05-17,123.8707
2024-06-10,2025-05-17,2025-05-17,124.2232
2024-06-11,2025-05-17,2025-05-17,124.345
2024-06-12,2025-05-17,2025-05-17,124.1411
2024-06-13,2025-05-17,2025-05-17,124.3287
2024-06-14,2025-05-17,2025-05-17,124.4755
2024-06-17,2025-05-17,2025-05-17,124.5427
2024-06-18,2025-05-17,2025-05-17,124.2835
2024-06-19,2025-05-17,2025-05-17,
2024-06-20,2025-05-17,2025-05-17,124.496
2024-06-21,2025-05-17,2025-05-17,124.4247
2024-06-24,2025-05-17,2025-05-17,124.0379
2024-06-25,2025-05-17,2025-05-17,124.26
2024-06-26,2025-05-17,2025-05-17,124.5696
2024-06-27,2025-05-17,2025-05-17,124.6406
2024-06-28,2025-05-17,2025-05-17,124.5172
2024-07-01,2025-05-17,2025-05-17,124.7723
2024-07-02,2025-05-17,2025-05-17,124.608
2024-07-03,2025-05-17,2025-05-17,124.1096
2024-07-04,2025-05-17,2025-05-17,
2024-07-05,2025-05-17,2025-05-17,123.8192
2024-07-08,2025-05-17,2025-05-17,123.706
2024-07-09,2025-05-17,2025-05-17,123.7559
2024-07-10,2025-05-17,2025-05-17,123.5508
2024-07-11,2025-05-17,2025-05-17,123.1267
2024-07-12,2025-05-17,2025-05-17,122.8093
2024-07-15,2025-05-17,2025-05-17,123.0059
2024-07-16,2025-05-17,2025-05-17,123.1024
2024-07-17,2025-05-17,2025-05-17,122.892
2024-07-18,2025-05-17,2025-05-17,123.1548
2024-07-19,2025-05-17,2025-05-17,123.5033
2024-07-22,2025-05-17,2025-05-17,123.5735
2024-07-23,2025-05-17,2025-05-17,123.7296
2024-07-24,2025-05-17,2025-05-17,123.8784
2024-07-25,2025-05-17,2025-05-17,123.8341
2024-07-26,2025-05-17,2025-05-17,123.9862
2024-07-29,2025-05-17,2025-05-17,124.4412
2024-07-30,2025-05-17,2025-05-17,124.576
2024-07-31,2025-05-17,2025-05-17,123.9223
2024-08-01,2025-05-17,2025-05-17,124.1551
2024-08-02,2025-05-17,2025-05-17,123.7169
2024-08-05,2025-05-17,2025-05-17,123.7919
2024-08-06,2025-05-17,2025-05-17,123.8794
2024-08-07,2025-05-17,2025-05-17,123.8126
2024-08-08,2025-05-17,2025-05-17,123.6961
2024-08-09,2025-05-17,2025-05-17,123.1964
2024-08-12,2025-05-17,2025-05-17,123.4942
